"Date","Time","Location","Agency","Activity","+/-","Balance"
"6/7/2022","5:55pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$0.75"
"6/7/2022","5:42pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.25","$0.50"
"6/7/2022","5:14pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.50","$0.75"
"6/7/2022","5:04pm","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Transfer","-$0.50","$0.25"
"6/7/2022","4:36pm","Line: 271 Issaquah - University District","King County Metro","Transfer","$0.00","$0.75"
"6/7/2022","4:09pm","Line: 342 Shoreline P&R - Renton TC","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$0.75"
"6/7/2022","1:32pm","Line: 101 Renton Transit Center - Downtown Seattle","King County Metro","Transfer","$0.00","$0.75"
"6/7/2022","1:21pm","Line: 1-Line Northgate - Angle Lake, Stop: SODO Station","Sound Transit","Tap off, E-purse","+$0.50","$0.75"
"6/7/2022","1:21pm","Line: 1-Line Northgate - Angle Lake, Stop: SODO Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"6/7/2022","12:50pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$0.25"
"6/5/2022","7:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$0.75"
"6/5/2022","6:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.25","$0.50"
"6/5/2022","6:37pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.50","$0.75"
"6/5/2022","6:29pm","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$0.25"
"6/5/2022","6:29pm","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22, Transaction declined (110)","$0.00","$0.00"
"6/4/2022","1:23pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$0.75"
"6/4/2022","1:07pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.25","$0.50"
"6/4/2022","12:38pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.25","$0.75"
"6/4/2022","12:19pm","Line: 1-Line Northgate - Angle Lake, Stop: SODO Station","Sound Transit","Transfer","-$0.25","$0.50"
"6/4/2022","11:57am","Line: 1-Line Northgate - Angle Lake, Stop: SODO Station","Sound Transit","Tap off, E-purse","+$0.25","$0.75"
"6/4/2022","11:45am","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.25","$0.50"
"6/4/2022","9:12am","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Tap off, E-purse","+$0.50","$0.75"
"6/4/2022","8:40am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$0.25"
"6/3/2022","8:26pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","-$0.50","$0.75"
"6/3/2022","8:19pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","$0.00","$1.25"
"6/3/2022","8:03pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","$8.25"
"6/3/2022","7:16pm","Line: 202 Smokey Point - Lynnwood, Stop: Broadway & 14th St","Community Transit","Transfer","$0.00","$8.25"
"6/3/2022","6:20pm","Line: Swift Blue Everett - Aurora Village, Stop: Everett Station","Community Transit","Transfer","$0.00","$8.25"
"6/3/2022","5:57pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","$8.25"
"6/3/2022","5:42pm","Line: Ash Way P&R - Seattle","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$8.25"
"6/3/2022","5:35pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$0.50","$3.75"
"6/3/2022","5:27pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$3.25"
"6/2/2022","5:18pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$3.75"
"6/2/2022","5:09pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$0.50","$3.25"
"6/2/2022","5:09pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer, Transaction declined (110)","$0.00","$0.00"
"6/2/2022","4:40pm","Line: 31 Children's Hospital - Fremont - Central Magnolia","King County Metro","Transfer","$0.00","$8.75"
"6/2/2022","3:14pm","Line: 45 Loyal Heights - University District","King County Metro","Boarding, PugetPass $2.75, Pass valid until 7/1/22","$0.00","$8.75"
"6/1/2022","4:50pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$3.75"
"6/1/2022","4:34pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.25","$3.50"
"6/1/2022","4:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.25","$3.75"
"6/1/2022","3:59pm","Line: 1-Line Northgate - Angle Lake, Stop: Pioneer Square Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.25","$3.50"
"6/1/2022","10:02am","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Tap off, E-purse","+$0.50","$3.75"
"6/1/2022","9:45am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 7/1/22","-$0.50","$3.25"
"6/1/2022","9:45am","Vending Machine","Sound Transit","E-purse purchase","-$99.00","$8.75"
"6/1/2022","9:45am","Vending Machine","Sound Transit","Pass loaded on card, PugetPass $2.75","$0.00","$0.00"
"6/1/2022","9:45am","Vending Machine","Sound Transit","Money loaded on card","+$20.00","$107.75"
"6/1/2022","12:08am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.00","$82.75"
"5/31/2022","11:46pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Boarding, E-purse","-$3.25","$81.75"
"5/31/2022","9:53pm","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Transfer","$0.00","$87.75"
"5/31/2022","8:55pm","Line: 32 Children's Hospital - Fremont -Seattle Center West","King County Metro","Transfer","$0.00","$87.75"
"5/31/2022","8:23pm","Line: 49 Univ District - Broadway - Downtown Seattle","King County Metro","Boarding, E-purse","-$2.75","$87.75"
"5/31/2022","7:47pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.75","$85.50"
"5/31/2022","7:30pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Boarding, E-purse","-$3.00","$84.75"
"5/31/2022","5:32pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","+$0.75","$87.75"
"5/31/2022","5:19pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$87.00"
"5/29/2022","2:44pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$90.50"
"5/29/2022","2:21pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Transfer","$0.00","$90.50"
"5/29/2022","2:13pm","Line: Seattle Monorail Seattle Monorail, Stop: Seattle center","King County Metro","Boarding, E-purse","-$3.00","$90.50"
"5/29/2022","9:35am","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Boarding, E-purse","-$2.75","$93.50"
"5/27/2022","8:57pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.25","$96.25"
"5/27/2022","8:46pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Boarding, E-purse","-$3.50","$95.00"
"5/27/2022","5:07pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$1.00","$98.50"
"5/27/2022","5:01pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$97.50"
"5/26/2022","12:01pm","Customer Relationship Management (CRM)","Sound Transit","Money loaded on card","+$0.75","$100.75"
"5/25/2022","8:53pm","Line: 62 Sand Point - Green Lake - Downtown Seattle","King County Metro","Transfer","$0.00","$100.00"
"5/25/2022","8:24pm","Line: 44 Ballard - Montlake","King County Metro","Transfer","$0.00","$100.00"
"5/25/2022","7:48pm","Line: 44 Ballard - Montlake","King County Metro","Transfer","$0.00","$100.00"
"5/25/2022","7:27pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$100.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","$103.25"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","8:43pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Boarding, E-purse","-$3.50","$103.00"
"5/24/2022","8:43pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Boarding, E-purse, Transaction declined (110)","$0.00","$0.00"
"5/24/2022","5:34pm","Customer Mobile App","Regional","Money loaded on card","+$29.00","$106.50"
"5/11/2022","2:26pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/11/2022","2:26pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Transfer","-$0.25","$77.50"
"5/11/2022","2:26pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Tap off, E-purse","$0.00","$77.75"
"5/11/2022","1:34pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/11/2022","1:34pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$77.75"
"5/9/2022","9:22pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","-$1.00","$81.00"
"5/9/2022","9:22pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.00","$82.00"
"5/9/2022","9:11pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/9/2022","9:11pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/9/2022","9:10pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/9/2022","9:10pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/9/2022","9:10pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Boarding, E-purse","-$3.25","$81.00"
"5/9/2022","5:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.75","$84.25"
"5/9/2022","5:42pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","$83.50"
"5/8/2022","8:18pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$86.75"
"5/8/2022","8:04pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Transfer","$0.00","$86.75"
"5/8/2022","8:02pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Tap off, E-purse","$0.00","$86.75"
"5/8/2022","7:44pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 5/9/22","$0.00","$86.75"
"5/8/2022","4:09pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$86.75"
"5/8/2022","3:37pm","Line: 1-Line Northgate - Angle Lake, Stop: Beacon Hill Station","Sound Transit","Transfer","$0.00","$86.75"
"5/8/2022","3:22pm","","King County Metro","Transfer","$0.00","$86.75"
"5/8/2022","1:42pm","","King County Metro","Transfer","$0.00","$86.75"
"5/8/2022","1:26pm","Line: 1-Line Northgate - Angle Lake, Stop: Stadium Station","Sound Transit","Tap off, E-purse","$0.00","$86.75"
"5/8/2022","1:05pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 5/9/22","$0.00","$86.75"
"5/8/2022","1:02pm","Customer Mobile App","Regional","Pass loaded on card, All-Day PugetPass $3.50","$0.00","$0.00"
"5/8/2022","1:02pm","Customer Mobile App","Regional","E-purse purchase","-$8.00","$86.75"
"5/7/2022","8:52pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$94.75"
"5/7/2022","8:34pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Boarding, E-purse","-$3.00","$94.25"
"5/7/2022","6:28pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.50","$97.25"
"5/7/2022","6:14pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","-$0.50","$96.75"
"5/7/2022","4:36pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","$97.25"
"5/7/2022","4:25pm","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Transfer","-$0.50","$96.75"
"5/7/2022","4:12pm","","King County Metro","Boarding, E-purse","-$2.75","$97.25"
"5/6/2022","8:59pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$100.00"
"5/6/2022","8:38pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Transfer","$0.00","$100.00"
"5/6/2022","8:18pm","","King County Metro","Transfer","$0.00","$100.00"
"5/6/2022","6:59pm","","King County Metro","Transfer","$0.00","$100.00"
"5/6/2022","6:30pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Tap off, E-purse","$0.00","$100.00"
"5/6/2022","6:15pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","$0.00","$100.00"
"5/6/2022","5:25pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","$0.00","$100.00"
"5/6/2022","5:20pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"5/6/2022","5:20pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","$0.00","$100.00"
"5/6/2022","5:18pm","","King County Metro","Transfer","$0.00","$100.00"
"5/6/2022","5:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer","$0.00","$100.00"
"5/6/2022","4:49pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","$100.00"
"5/6/2022","4:38pm","Customer Relationship Management (CRM)","Community Transit","Money loaded on card","+$100.00","$100.00"
"5/6/2022","4:05pm","Line: Ash Way P&R - Seattle","Sound Transit","Transfer","$0.00","$0.00"
"5/6/2022","4:02pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","$0.00","$0.00"
"5/6/2022","3:51pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, All-Day PugetPass $3.50, Pass valid until 5/7/22","$0.00","$0.00"
"5/6/2022","1:42pm","","King County Metro","Boarding, All-Day PugetPass $3.50, Pass valid until 5/7/22","$0.00","$0.00"
"5/6/2022","9:13am","","King County Metro","Boarding, All-Day PugetPass $3.50, Pass valid until 5/7/22","$0.00","$0.00"
"5/6/2022","8:55am","Customer Mobile App","Regional","Pass loaded on card, All-Day PugetPass $3.50","$0.00","$0.00"
"5/6/2022","8:55am","Customer Mobile App","Regional","E-purse purchase","-$2.00","$0.00"
"5/6/2022","8:50am","Customer Mobile App","Regional","Money loaded on card","+$5.00","$2.00"
"5/5/2022","8:40pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","-$3.00"
"5/5/2022","8:28pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","-$0.50","-$3.50"
"5/5/2022","7:56pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.75","-$3.00"
"5/5/2022","7:44pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$3.75"
"4/26/2022","10:43pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","-$0.50"
"4/26/2022","9:41pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Boarding, PugetPass $2.75, Pass valid until 5/1/22","-$0.75","-$0.75"
"4/22/2022","2:40pm","Customer Relationship Management (CRM)","King County Metro","Pass loaded on card, PugetPass $2.75","$0.00","$0.00"
"4/22/2022","2:32pm","Customer Relationship Management (CRM)","King County Metro","Money loaded on card","+$52.25","$0.00"
"4/22/2022","2:32pm","Customer Relationship Management (CRM)","King County Metro","Money loaded on card","+$5.00","-$52.25"
"4/22/2022","12:54pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Tap off, E-purse","$0.00","-$57.25"
"4/22/2022","11:29am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$57.25"
"4/20/2022","7:12pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$1.00","-$54.00"
"4/20/2022","6:58pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$1.00","-$55.00"
"4/20/2022","5:48pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Tap off, E-purse","+$1.00","-$54.00"
"4/20/2022","5:38pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$55.00"
"4/20/2022","10:46am","Customer Relationship Management (CRM)","King County Metro","Money loaded on card","+$5.00","-$51.75"
"4/19/2022","6:13pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","-$56.75"
"4/19/2022","5:56pm","Line: 1-Line Northgate - Angle Lake, Stop: University St Station","Sound Transit","Boarding, E-purse","-$3.00","-$57.25"
"4/19/2022","1:09pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","+$0.75","-$54.25"
"4/19/2022","12:49pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$55.00"
"4/15/2022","6:34pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$51.75"
"4/15/2022","6:13pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Transfer","$0.00","-$48.50"
"4/15/2022","4:23pm","Line: Everett - Seattle","Sound Transit","Transfer","-$0.50","-$48.50"
"4/15/2022","3:49pm","","King County Metro","Boarding, E-purse","-$2.75","-$48.00"
"4/15/2022","2:02pm","Line: 1-Line Northgate - Angle Lake, Stop: Columbia City Station","Sound Transit","Tap off, E-purse","+$0.25","-$45.25"
"4/15/2022","1:28pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Transfer","-$0.25","-$45.50"
"4/15/2022","1:08pm","Line: 1-Line Northgate - Angle Lake, Stop: SeaTac/Airport Station","Sound Transit","Tap off, E-purse","$0.00","-$45.25"
"4/15/2022","12:15pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$45.25"
"4/13/2022","8:40pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","-$42.00"
"4/13/2022","8:27pm","Line: 1-Line Northgate - Angle Lake, Stop: U District Station","Sound Transit","Transfer","-$0.50","-$42.50"
"4/13/2022","8:04pm","","King County Metro","Transfer","$0.00","-$42.00"
"4/13/2022","7:17pm","","King County Metro","Transfer","$0.00","-$42.00"
"4/13/2022","6:55pm","","King County Metro","Boarding, E-purse","-$2.75","-$42.00"
"4/13/2022","3:20pm","","King County Metro","Transfer","$0.00","-$39.25"
"4/13/2022","3:01pm","","King County Metro","Transfer","$0.00","-$39.25"
"4/13/2022","2:09pm","","King County Metro","Boarding, E-purse","-$2.75","-$39.25"
"4/13/2022","11:51am","","King County Metro","Transfer","-$0.50","-$36.50"
"4/13/2022","11:32am","Line: 1-Line Northgate - Angle Lake, Stop: Univ of Washington Station","Sound Transit","Tap off, E-purse","+$1.00","-$36.00"
"4/13/2022","11:23am","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$37.00"
"4/12/2022","7:07pm","","King County Metro","Boarding, E-purse","-$2.75","-$33.75"
"4/11/2022","7:00pm","","King County Metro","Transfer","$0.00","-$31.00"
"4/11/2022","6:48pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","$0.00","-$31.00"
"4/11/2022","6:20pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","-$31.00"
"4/11/2022","5:28pm","Line: 109 Ash Way P&R - Lake Stevens","Community Transit","Transfer","$0.00","-$31.00"
"4/11/2022","3:46pm","Line: 424 Snohomish - Seattle","Community Transit","Transfer","-$1.75","-$31.00"
"4/11/2022","3:25pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","+$0.75","-$29.25"
"4/11/2022","3:11pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$30.00"
"4/10/2022","5:12pm","","King County Metro","Transfer","$0.00","-$26.75"
"4/10/2022","4:47pm","","King County Metro","Boarding, E-purse","-$2.75","-$26.75"
"4/10/2022","1:57pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.25","-$24.00"
"4/10/2022","1:40pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer","-$0.25","-$24.25"
"4/10/2022","1:24pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","-$24.00"
"4/10/2022","12:49pm","Line: Everett - Seattle","Sound Transit","Transfer","-$1.00","-$24.00"
"4/10/2022","12:47pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Tap off, E-purse","+$1.00","-$23.00"
"4/10/2022","12:35pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$24.00"
"4/9/2022","10:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","-$20.75"
"4/9/2022","10:36pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Boarding, E-purse","-$3.00","-$21.25"
"4/9/2022","7:08pm","Line: 1-Line Northgate - Angle Lake, Stop: Capitol Hill Station","Sound Transit","Tap off, E-purse","+$0.75","-$18.25"
"4/9/2022","6:54pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Boarding, E-purse","-$3.25","-$19.00"
"4/8/2022","11:10pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.50","-$15.75"
"4/8/2022","10:45pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse, Transaction declined (222)","$0.00","$0.00"
"4/8/2022","10:44pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Boarding, E-purse","-$3.00","-$16.25"
"4/8/2022","7:59pm","Line: 1-Line Northgate - Angle Lake, Stop: Westlake Station","Sound Transit","Tap off, E-purse","$0.00","-$13.25"
"4/8/2022","7:46pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Transfer","$0.00","-$13.25"
"4/8/2022","6:57pm","Line: 1-Line Northgate - Angle Lake, Stop: Roosevelt Station","Sound Transit","Tap off, E-purse","+$0.25","-$13.25"
"4/8/2022","6:46pm","Line: 1-Line Northgate - Angle Lake, Stop: Northgate Station","Sound Transit","Transfer","-$0.25","-$13.50"
"4/8/2022","6:06pm","Line: Everett - Seattle","Sound Transit","Transfer","$0.00","-$13.25"
